"","site1","site2","geodist","Ed","sor"
"39","AK03_C1_01","GG01_C1_19",873.3556564,0.235271518951816,0.00348450040817261
"40","AK03_C1_01","GJ01_C1_01",37.55547253,0.787510598104031,0.0199075469970703
"41","AK03_C1_01","GJ01_C1_05",37.55547253,0.845071161097127,0.016999972820282
"42","AK03_C1_01","GJ01_C1_11",37.55547253,0.754209011795071,0.0302887091636658
"43","AK03_C1_01","GJ01_C1_15",37.55547253,0.795705576795626,0.0202307829856873
"44","AK03_C1_01","GJ01_C1_17",37.55547253,0.592433840773235,0.00601251220703125
"45","AK03_C1_01","GJ01_C1_18",37.55547253,0.911803279492788,0.00876195526123047
"46","AK03_C1_01","GJ01_C1_ew01",37.55547253,0.867951684712017,0.00434447622299194
"47","AK03_C1_01","LGH03_C4_01",7162.531514,0.762633619059954,0.00851876831054688
"48","AK03_C1_01","LGH03_C4_02",7162.531514,0.768232209861958,0.0114712247848511
"49","AK03_C1_01","LGH03_C4_03",7162.531514,0.770379227441602,0.0100090036392212
"50","AK03_C1_01","LGH03_C4_04",7162.531514,0.717815572726165,0.0110882649421692
"51","AK03_C1_01","LGH03_C4_06",7162.531514,0.754291289470691,0.00853766298294067
"52","AK03_C1_01","LGH03_C4_10",7162.531514,0.762202625300984,0.00706673955917358
"53","AK03_C1_01","LGH03_C4_14",7162.531514,0.77473255376936,0.00332285261154175
"54","AK03_C1_01","LGH03_C4_18",7162.531514,0.756748170585495,0.00731910562515259
"55","AK03_C1_01","LGH03_C4_30",7162.531514,0.75609203350604,0.00443644618988037
"56","AK03_C1_01","LGH03_C4_34",7162.531514,0.772147456450358,0.00794441795349121
"57","AK03_C1_01","LGH03_C4_40",7162.531514,0.75743469382761,0.00557143783569336
"58","AK03_C1_01","PA01_C1_01",2687.74974,0.899080471041727,0.00293798542022705
"59","AK03_C1_01","PA01_C1_05",2687.74974,0.870717108682132,0.0049292573928833
"60","AK03_C1_01","PA01_C1_09",2687.74974,0.867070511552728,0.0143689641952515
"61","AK03_C1_01","PA01_C1_12",2687.74974,0.868978693402359,0.00368816947937012
"62","AK03_C1_01","PA01_C1_13",2687.74974,0.864239560389004,0.00317628479003906
"63","AK03_C1_01","PA01_C1_15",2687.74974,0.871283037161617,0.0241213569641113
"64","AK03_C1_01","PA01_C1_16",2687.74974,0.854912412344883,0.00592006540298462
"65","AK03_C1_01","PA01_C1_18",2687.74974,0.841138999562429,0.024931622505188
"66","AK03_C1_01","PA02_C1_01",2687.74974,0.837650036304743,0.00344796276092529
"67","AK03_C1_01","PA02_C1_04",2687.74974,0.54210584542199,0.001
"68","AK03_C1_01","PA02_C1_07",2687.74974,0.698090223484837,0.00368459320068359
"69","AK03_C1_01","PA02_C1_11",2687.74974,0.782898379839357,0.001
"70","AK03_C1_01","PA02_C1_14",2687.74974,0.767703092048446,0.00538594818115234
"71","AK03_C1_01","PA02_C1_16",2687.74974,0.770571671384711,0.001
"72","AK03_C1_01","QK01_C1_01",17.06054842,0.75994727355313,0.001
"73","AK03_C1_01","QK01_C1_04",17.06054842,0.646038535763042,0.0082595477104187
"74","AK03_C1_01","QK01_C1_08",17.06054842,0.653309201187783,0.00890512561798096
"75","AK03_C1_01","QK01_C1_12",17.06054842,0.568599394305737,0.0191611776351929
"76","AK03_C1_01","QK01_C1_13",17.06054842,0.508035724797857,0.011384202003479
"77","AK03_C1_01","QK01_C1_14",17.06054842,0.563906191578398,0.00844879245758057
"78","AK03_C1_01","SH01_C2_04",5108.076089,0.768836083678896,0.001
"79","AK03_C1_01","SH01_C2_07",5108.076089,0.753248886740577,0.001
"80","AK03_C1_01","SH01_C2_12",5108.076089,0.756194504324529,0.001
"81","AK03_C1_01","SH01_C2_17",5108.076089,0.771095136799941,0.001
"82","AK03_C1_01","SH01_C2_19",5108.076089,0.770944186098159,0.001
"83","AK03_C1_01","SH01_ew01",5108.076089,0.726582580036251,0.001
"84","AK03_C1_01","SI02_C1_02",5107.773587,0.766253443278816,0.001
"85","AK03_C1_01","SI02_C1_05",5107.773587,0.762827293584204,0.001
"86","AK03_C1_01","SI02_C1_08",5107.773587,0.759088904541018,0.001
"87","AK03_C1_01","SI02_C1_12",5107.773587,0.778318771910482,0.001
"88","AK03_C1_01","SI02_C1_19",5107.773587,0.759365553947575,0.001
"89","AK03_C1_01","SI02_C1_23",5107.773587,0.757573365047781,0.001
"90","AK03_C1_01","SI02_C1_ew01",5107.773587,0.758357665423961,0.001
"91","AK03_C1_01","SM22_C1_01",3133.376939,0.804501827520981,0.001
"92","AK03_C1_01","SM22_C1_06",3133.376939,0.826412742651737,0.0045211443901062
"93","AK03_C1_01","SM22_C1_09",3133.376939,0.840086257355019,0.00467647409439087
"94","AK03_C1_01","SM22_C1_14",3133.376939,0.829186492810793,0.00467647409439087
"95","AK03_C1_01","SM22_C1_16",3133.376939,0.835498267546955,0.0150597820281982
"96","AK03_C1_01","SM22_C1_ew",3133.376939,0.76012978603831,0.001
"97","AK03_C1_01","SYNH02_C11_01",7247.735924,0.672074827950101,0.00576193428039551
"98","AK03_C1_01","SYNH02_C11_02",7247.735924,0.566844556524442,0.0143556127548218
"99","AK03_C1_01","SYNH02_C11_03",7247.735924,0.540227950293596,0.0206078419685364
"100","AK03_C1_01","SYNH02_C11_04",7247.735924,0.540767516408929,0.0252915153503418
"101","AK03_C1_01","SYNH02_C11_05",7247.735924,0.705310619874409,0.0173551568984985
"102","AK03_C1_01","SYNH02_C11_06",7247.735924,0.646540708059548,0.00793243741989136
"103","AK03_C1_01","SYNH02_C11_07",7247.735924,0.676199459436784,0.00945068693161011
"104","AK03_C1_01","SYNH02_C11_08",7247.735924,0.741015219051202,0.0122866759300232
"105","AK03_C1_01","SYNH02_C11_09",7247.735924,0.646670438590706,0.0139449963569641
"106","AK03_C1_01","SYNH02_C11_10",7247.735924,0.67911563294229,0.00481678342819214
"107","AK03_C1_01","SYNH02_C16_01",7247.735924,0.747468850885234,0.00403953886032104
"108","AK03_C1_01","SYNH02_C4_01",7247.735924,0.769137912185363,0.001
"109","AK03_C1_01","SYNH02_C4_03",7247.735924,0.791487789775627,0.00491387939453125
"110","AK03_C1_01","SYNH02_C4_05",7247.735924,0.769140728278802,0.00480951166152954
"111","AK03_C1_01","SYNH02_C4_06",7247.735924,0.754762058421875,0.00392396545410156
"112","AK03_C1_01","SYNH02_C4_07",7247.735924,0.784646647494374,0.0161324272155762
"113","AK03_C1_01","SYNH02_C4_08",7247.735924,0.809417082824864,0.0150351057052612
"114","AK03_C1_01","SYNH02_C4_09",7247.735924,0.890979692142603,0.014856828212738
"115","AK03_C1_01","SYNH02_C4_10",7247.735924,0.862838299861271,0.00724024868011475
"116","AK03_C1_01","SYNH02_C4_14",7247.735924,0.905383738721021,0.00850470161437988
"117","AK03_C1_01","SYNH02_C4_18",7247.735924,0.840956000599874,0.001
"118","AK03_C1_01","SYNH02_C4_22",7247.735924,0.788730082148972,0.00691713190078735
"119","AK03_C1_01","SYNH02_ew",7247.735924,0.744095911719664,0.001
"120","AK03_C1_01","TA01_C1_01",2191.359136,0.823714865867885,0.001
"121","AK03_C1_01","TA01_C1_04",2191.359136,0.84590925681534,0.00519288873672485
"122","AK03_C1_01","TA01_C1_11",2191.359136,0.846954324539368,0.001
"123","AK03_C1_01","TA01_C1_15",2191.359136,0.844359293050533,0.001
"124","AK03_C1_01","TA01_C1_ew",2191.359136,0.899060586655366,0.00543458557128906
"125","AK03_C1_01","TA03_C1_ew",2191.359136,0.901655154049094,0.001
"126","AK03_C1_04","AK03_C1_08",0.000105,0.987342345772399,0.226621402263641
"127","AK03_C1_04","AK03_C1_12",0.000205,0.983511533605829,0.207692934036255
"128","AK03_C1_04","AK03_C1_13",0.00023,0.964326028354646,0.196320427417755
"129","AK03_C1_04","AK03_C1_16",0.000305,0.964126951518009,0.176592660903931
"130","AK03_C1_04","AK03_C1_19",0.00038,0.892815219614058,0.169965518474579
"131","AK03_C1_04","AK03_C1_ew",0.0004025,0.89129138716057,0.193041516304016
"132","AK03_C1_04","AR01_C1_01",2802.715411,0.710522251716927,0.0148528347015381
"133","AK03_C1_04","AR01_C1_02",2802.715411,0.714916742762587,0.0160489211082459
"134","AK03_C1_04","AR01_C1_05",2802.715411,0.728897686628646,0.00683088397979736
"135","AK03_C1_04","AR01_C1_09",2802.715411,0.718877570180973,0.00904287195205689
"136","AK03_C1_04","AR01_C1_13",2802.715411,0.677357698333762,0.00796861743927002
"137","AK03_C1_04","AR01_C1_17",2802.715411,0.720318646281259,0.00673396682739258
"138","AK03_C1_04","AR01_C1_18",2802.715411,0.701483179537244,0.00791443681716919
"139","AK03_C1_04","AR01_C1_19",2802.715411,0.763143690606781,0.00698800182342529
"140","AK03_C1_04","AR01_C1_22",2802.715411,0.728515431624815,0.00765557384490967
"141","AK03_C1_04","AR01_C1_ew",2802.715411,0.748109492791491,0.00729591941833496
"142","AK03_C1_04","COM01_C1_01",2795.942394,0.814152856359465,0.00343014097213745
"143","AK03_C1_04","COM01_C1_02",2795.942394,0.819577745055029,0.00801755285263062
"144","AK03_C1_04","COM01_C1_04",2795.942394,0.776769173115198,0.00684793090820313
"145","AK03_C1_04","COM01_C1_05",2795.942394,0.812985628861809,0.00295503234863281
"146","AK03_C1_04","COM01_C1_08",2795.942394,0.825605393109429,0.00768150186538696
"147","AK03_C1_04","COM01_C1_11",2795.942394,0.743255003982242,0.00549943542480469
"148","AK03_C1_04","COM01_C1_14",2795.942394,0.779200911094946,0.00292862749099731
"149","AK03_C1_04","COM01_C1_15",2795.942394,0.786825525658243,0.00523729419708252
"150","AK03_C1_04","COM01_C1_17",2795.942394,0.805354716972478,0.00424147939682007
"151","AK03_C1_04","COM01_C1_18",2795.942394,0.804617680009435,0.00673611259460449
"152","AK03_C1_04","COM01_ew1",2795.942394,0.761583107505171,0.016455961227417
"153","AK03_C1_04","DSZ01_C1_01",3167.804296,0.814246892053058,0.0351556072235107
"154","AK03_C1_04","DSZ01_C1_02",3167.804296,0.796347743104773,0.0310300121307373
"155","AK03_C1_04","DSZ01_C1_03",3167.804296,0.798904710744783,0.0258062014579773
"156","AK03_C1_04","DSZ01_C1_06",3167.804296,0.868243319592402,0.0170513520240784
"157","AK03_C1_04","DSZ01_C1_08",3167.804296,0.849988011267151,0.0243918428421021
"158","AK03_C1_04","DSZ01_C1_10",3167.804296,0.843207340555687,0.0237596163749695
"159","AK03_C1_04","GG01_C1_0",873.3556564,0.130026305136229,0.001
"160","AK03_C1_04","GG01_C1_02",873.3556564,0.222493604530134,0.001
"161","AK03_C1_04","GG01_C1_06",873.3556564,0.288642185707701,0.00497616624832153
"162","AK03_C1_04","GG01_C1_13",873.3556564,0.313572707760408,0.001
"163","AK03_C1_04","GG01_C1_19",873.3556564,0.233706458378647,0.001
"164","AK03_C1_04","GJ01_C1_01",37.55547253,0.787570002354774,0.0147120485305786
"165","AK03_C1_04","GJ01_C1_05",37.55547253,0.843401616430015,0.0115932354927063
"166","AK03_C1_04","GJ01_C1_11",37.55547253,0.756877349308107,0.0083125958442688
"167","AK03_C1_04","GJ01_C1_15",37.55547253,0.798303068674962,0.0228905210494995
"168","AK03_C1_04","GJ01_C1_17",37.55547253,0.598342188030537,0.00792039728164673
"169","AK03_C1_04","GJ01_C1_18",37.55547253,0.912205188529337,0.00812591409683228
"170","AK03_C1_04","GJ01_C1_ew01",37.55547253,0.865894887264984,0.0039984712600708
"171","AK03_C1_04","LGH03_C4_01",7162.531514,0.765970509390881,0.00765557384490967
"172","AK03_C1_04","LGH03_C4_02",7162.531514,0.770703014367464,0.00723053312301636
"173","AK03_C1_04","LGH03_C4_03",7162.531514,0.77219149072224,0.00644220209121704
"174","AK03_C1_04","LGH03_C4_04",7162.531514,0.718945843748071,0.00564040040969849
"175","AK03_C1_04","LGH03_C4_06",7162.531514,0.758448060176502,0.00562424755096436
"176","AK03_C1_04","LGH03_C4_10",7162.531514,0.765634371453167,0.00667108392715454
"177","AK03_C1_04","LGH03_C4_14",7162.531514,0.777146401805528,0.001
"178","AK03_C1_04","LGH03_C4_18",7162.531514,0.760569766901837,0.00384898281097412
"179","AK03_C1_04","LGH03_C4_30",7162.531514,0.759347153926806,0.00407220220565796
"180","AK03_C1_04","LGH03_C4_34",7162.531514,0.77421955666761,0.001
"181","AK03_C1_04","LGH03_C4_40",7162.531514,0.760818836832151,0.00311864709854126
"182","AK03_C1_04","PA01_C1_01",2687.74974,0.904385786212551,0.00644959306716919
"183","AK03_C1_04","PA01_C1_05",2687.74974,0.878522170554845,0.00792039728164673
"184","AK03_C1_04","PA01_C1_09",2687.74974,0.87607811041382,0.0132398734092712
"185","AK03_C1_04","PA01_C1_12",2687.74974,0.877250597449653,0.0108400712013245
"186","AK03_C1_04","PA01_C1_13",2687.74974,0.872423635892,0.00504858589172363
"187","AK03_C1_04","PA01_C1_15",2687.74974,0.879235890335669,0.0214081535339355
"188","AK03_C1_04","PA01_C1_16",2687.74974,0.86379632981757,0.0100702772140503
"189","AK03_C1_04","PA01_C1_18",2687.74974,0.850321442576846,0.0193486342430115
"190","AK03_C1_04","PA02_C1_01",2687.74974,0.843769785085034,0.00325734710693359
"191","AK03_C1_04","PA02_C1_04",2687.74974,0.544789589401497,0.001
"192","AK03_C1_04","PA02_C1_07",2687.74974,0.701649337592011,0.00345702266693115
"193","AK03_C1_04","PA02_C1_11",2687.74974,0.78853023015925,0.001
"194","AK03_C1_04","PA02_C1_14",2687.74974,0.771665956663342,0.001
"195","AK03_C1_04","PA02_C1_16",2687.74974,0.773235460952428,0.001
"196","AK03_C1_04","QK01_C1_01",17.06054842,0.765478834876391,0.00647945499420166
"197","AK03_C1_04","QK01_C1_04",17.06054842,0.65004940193119,0.00745160675048828
"198","AK03_C1_04","QK01_C1_08",17.06054842,0.657618491757047,0.0114348063468933
"199","AK03_C1_04","QK01_C1_12",17.06054842,0.571095987539647,0.0157368311882019
"200","AK03_C1_04","QK01_C1_13",17.06054842,0.511150363710141,0.0145658979415894
"201","AK03_C1_04","QK01_C1_14",17.06054842,0.568255452923133,0.0109009871482849
"202","AK03_C1_04","SH01_C2_04",5108.076089,0.772767703921625,0.001
"203","AK03_C1_04","SH01_C2_07",5108.076089,0.757518259397106,0.001
"204","AK03_C1_04","SH01_C2_12",5108.076089,0.760180535858754,0.001
"205","AK03_C1_04","SH01_C2_17",5108.076089,0.773637228397057,0.001
"206","AK03_C1_04","SH01_C2_19",5108.076089,0.773212014790603,0.0153885016441345
"207","AK03_C1_04","SH01_ew01",5108.076089,0.732555318686212,0.001
"208","AK03_C1_04","SI02_C1_02",5107.773587,0.769059174498412,0.001
"209","AK03_C1_04","SI02_C1_05",5107.773587,0.766090987218351,0.001
"210","AK03_C1_04","SI02_C1_08",5107.773587,0.762582653850364,0.001
"211","AK03_C1_04","SI02_C1_12",5107.773587,0.780657015722302,0.001
"212","AK03_C1_04","SI02_C1_19",5107.773587,0.764250261565721,0.001
"213","AK03_C1_04","SI02_C1_23",5107.773587,0.761702306688052,0.001
"214","AK03_C1_04","SI02_C1_ew01",5107.773587,0.762917970639652,0.001
"215","AK03_C1_04","SM22_C1_01",3133.376939,0.803832027474977,0.00789655542373657
"216","AK03_C1_04","SM22_C1_06",3133.376939,0.82557736385694,0.00727940893173218
"217","AK03_C1_04","SM22_C1_09",3133.376939,0.839902067870784,0.010787917137146
"218","AK03_C1_04","SM22_C1_14",3133.376939,0.832697892616773,0.010787917137146
"219","AK03_C1_04","SM22_C1_16",3133.376939,0.838087285083837,0.0166739950180054
"220","AK03_C1_04","SM22_C1_ew",3133.376939,0.761830832744611,0.001
"221","AK03_C1_04","SYNH02_C11_01",7247.735924,0.68001092989753,0.00508995151519775
"222","AK03_C1_04","SYNH02_C11_02",7247.735924,0.576442624235482,0.015970064163208
"223","AK03_C1_04","SYNH02_C11_03",7247.735924,0.549949828626438,0.0274317393302917
"224","AK03_C1_04","SYNH02_C11_04",7247.735924,0.549802656522212,0.0330987701416016
"225","AK03_C1_04","SYNH02_C11_05",7247.735924,0.7119455980234,0.0269459614753723
"226","AK03_C1_04","SYNH02_C11_06",7247.735924,0.654793629052548,0.0133838782310486
"227","AK03_C1_04","SYNH02_C11_07",7247.735924,0.683958740518084,0.0164043436050415
"228","AK03_C1_04","SYNH02_C11_08",7247.735924,0.747013085820811,0.0156597027778625
"229","AK03_C1_04","SYNH02_C11_09",7247.735924,0.655256268536319,0.0110401639938355
"230","AK03_C1_04","SYNH02_C11_10",7247.735924,0.686801624159524,0.0043726692199707
"231","AK03_C1_04","SYNH02_C16_01",7247.735924,0.753277917617101,0.00375105237960815
"232","AK03_C1_04","SYNH02_C4_01",7247.735924,0.773268049717368,0.001
"233","AK03_C1_04","SYNH02_C4_03",7247.735924,0.794698650249309,0.00789655542373657
"234","AK03_C1_04","SYNH02_C4_05",7247.735924,0.77377005475093,0.00436700677871704
"235","AK03_C1_04","SYNH02_C4_06",7247.735924,0.760335169105814,0.00365604257583618
"236","AK03_C1_04","SYNH02_C4_07",7247.735924,0.788340289611643,0.0172413120269775
"237","AK03_C1_04","SYNH02_C4_08",7247.735924,0.809481348694704,0.00725979900360107
"238","AK03_C1_04","SYNH02_C4_09",7247.735924,0.895467965044519,0.0129521617889404
"239","AK03_C1_04","SYNH02_C4_10",7247.735924,0.862811268226349,0.00945068693161011
"240","AK03_C1_04","SYNH02_C4_14",7247.735924,0.906068653359061,0.00764454698562622
"241","AK03_C1_04","SYNH02_C4_18",7247.735924,0.846534752265553,0.00505681133270264
"242","AK03_C1_04","SYNH02_C4_22",7247.735924,0.793075489690408,0.00905371999740601
"243","AK03_C1_04","SYNH02_ew",7247.735924,0.750357871964808,0.001
"244","AK03_C1_04","TA01_C1_01",2191.359136,0.828271535341569,0.001
"245","AK03_C1_04","TA01_C1_04",2191.359136,0.85240730718633,0.001
"246","AK03_C1_04","TA01_C1_11",2191.359136,0.853388016269872,0.001
"247","AK03_C1_04","TA01_C1_15",2191.359136,0.851113156012219,0.001
"248","AK03_C1_04","TA01_C1_ew",2191.359136,0.898073279489112,0.00484616851806641
"249","AK03_C1_04","TA03_C1_ew",2191.359136,0.903186555623831,0.001
"250","AK03_C1_08","AK03_C1_12",1e-04,0.979780432859121,0.376166893005371
"251","AK03_C1_08","AK03_C1_13",0.000125,0.963607156090273,0.349122835159302
"252","AK03_C1_08","AK03_C1_16",2e-04,0.955772894596997,0.340296698570251
"253","AK03_C1_08","AK03_C1_19",0.000275,0.899512345568044,0.317686987876892
"254","AK03_C1_08","AK03_C1_ew",0.0002975,0.894870657166637,0.319681359291077
"255","AK03_C1_08","AR01_C1_01",2802.715411,0.710872793620003,0.0327654013633728
"256","AK03_C1_08","AR01_C1_02",2802.715411,0.715238556425262,0.038548303604126
"257","AK03_C1_08","AR01_C1_05",2802.715411,0.729736538456069,0.0168835053443909
"258","AK03_C1_08","AR01_C1_09",2802.715411,0.718870112045447,0.0140293369293213
"259","AK03_C1_08","AR01_C1_13",2802.715411,0.678273458120555,0.0194049010276794
"260","AK03_C1_08","AR01_C1_17",2802.715411,0.720289610208648,0.0252587327957153
"261","AK03_C1_08","AR01_C1_18",2802.715411,0.701982379877003,0.020524097442627
"262","AK03_C1_08","AR01_C1_19",2802.715411,0.762595625756205,0.0198679099082947
"263","AK03_C1_08","AR01_C1_22",2802.715411,0.728526651078473,0.0140641460418701
"264","AK03_C1_08","AR01_C1_ew",2802.715411,0.747488740870791,0.00936235284805298
"265","AK03_C1_08","COM01_C1_01",2795.942394,0.816542524124567,0.0193907747268677
"266","AK03_C1_08","COM01_C1_02",2795.942394,0.821139926290412,0.0129670629501343
"267","AK03_C1_08","COM01_C1_04",2795.942394,0.778578014680599,0.0142626295089722
"268","AK03_C1_08","COM01_C1_05",2795.942394,0.814900534231176,0.00764454698562622
"269","AK03_C1_08","COM01_C1_08",2795.942394,0.825603427852712,0.0154927501678467
"270","AK03_C1_08","COM01_C1_11",2795.942394,0.738881177956102,0.0112115273475647
"271","AK03_C1_08","COM01_C1_14",2795.942394,0.778641006281029,0.0088999400138855
"272","AK03_C1_08","COM01_C1_15",2795.942394,0.786054327536113,0.0164277682304382
"273","AK03_C1_08","COM01_C1_17",2795.942394,0.805670437227852,0.00827933645248413
"274","AK03_C1_08","COM01_C1_18",2795.942394,0.805797250768012,0.0180156955718994
"275","AK03_C1_08","COM01_ew1",2795.942394,0.759871713355148,0.011628879070282
"276","AK03_C1_08","DSZ01_C1_01",3167.804296,0.815322115066223,0.0267681012153625
"277","AK03_C1_08","DSZ01_C1_02",3167.804296,0.784177751722681,0.0253902206420898
"278","AK03_C1_08","DSZ01_C1_03",3167.804296,0.786629597294738,0.0240700969696045
"279","AK03_C1_08","DSZ01_C1_06",3167.804296,0.857482990926054,0.0190995464324951
"280","AK03_C1_08","DSZ01_C1_08",3167.804296,0.838112144639484,0.0147221217155457
"281","AK03_C1_08","DSZ01_C1_10",3167.804296,0.831778808430317,0.0161898860931396
"282","AK03_C1_08","GG01_C1_0",873.3556564,0.126641339966333,0.00393898582458496
"283","AK03_C1_08","GG01_C1_02",873.3556564,0.219668814643759,0.00819422101974487
"284","AK03_C1_08","GG01_C1_06",873.3556564,0.285255156451579,0.00303043222427368
"285","AK03_C1_08","GG01_C1_13",873.3556564,0.309673997873545,0.00288678503036499
"286","AK03_C1_08","GG01_C1_19",873.3556564,0.229380098372212,0.00247491693496704
"287","AK03_C1_08","GJ01_C1_01",37.55547253,0.781570283444445,0.0409201512336731
"288","AK03_C1_08","GJ01_C1_05",37.55547253,0.83550224187248,0.0318555364608765
"289","AK03_C1_08","GJ01_C1_11",37.55547253,0.752803567227219,0.0262672433853149
"290","AK03_C1_08","GJ01_C1_15",37.55547253,0.793641748930863,0.0467296371459961
"291","AK03_C1_08","GJ01_C1_17",37.55547253,0.597517824704209,0.0202735195159912
"292","AK03_C1_08","GJ01_C1_18",37.55547253,0.903038151351983,0.0221480259895325
"293","AK03_C1_08","GJ01_C1_ew01",37.55547253,0.857147171912547,0.0236283669471741
"294","AK03_C1_08","LGH03_C4_01",7162.531514,0.759332476331166,0.0139270553588867
"295","AK03_C1_08","LGH03_C4_02",7162.531514,0.763328781666773,0.0152349004745483
"296","AK03_C1_08","LGH03_C4_03",7162.531514,0.764426645636333,0.0174338350296021
"297","AK03_C1_08","LGH03_C4_04",7162.531514,0.711225279384487,0.020345223903656
"298","AK03_C1_08","LGH03_C4_06",7162.531514,0.752696650140824,0.0217869410514832
"299","AK03_C1_08","LGH03_C4_10",7162.531514,0.759221022980956,0.0204805264472961
"300","AK03_C1_08","LGH03_C4_14",7162.531514,0.769890631208746,0.0137478837966919
"301","AK03_C1_08","LGH03_C4_18",7162.531514,0.754460841673236,0.0111351141929626
"302","AK03_C1_08","LGH03_C4_30",7162.531514,0.752806686603694,0.0133565793037415
"303","AK03_C1_08","LGH03_C4_34",7162.531514,0.766677206069045,0.0187462100982666
"304","AK03_C1_08","LGH03_C4_40",7162.531514,0.754288741375108,0.017830325126648
"305","AK03_C1_08","PA01_C1_01",2687.74974,0.900431547701418,0.00605369901657104
"306","AK03_C1_08","PA01_C1_05",2687.74974,0.876812176621878,0.001
"307","AK03_C1_08","PA01_C1_09",2687.74974,0.875753025000846,0.0117775330543518
"308","AK03_C1_08","PA01_C1_12",2687.74974,0.876143784307611,0.0118107924461365
"309","AK03_C1_08","PA01_C1_13",2687.74974,0.870925837707505,0.00644220209121704
"310","AK03_C1_08","PA01_C1_15",2687.74974,0.877769024098287,0.023429883480072
"311","AK03_C1_08","PA01_C1_16",2687.74974,0.863370761872363,0.0112639198303223
"312","AK03_C1_08","PA01_C1_18",2687.74974,0.850727944479331,0.0221267471313477
"313","AK03_C1_08","PA02_C1_01",2687.74974,0.845582093744314,0.00977195596694946
"314","AK03_C1_08","PA02_C1_04",2687.74974,0.545303467539107,0.00608904457092285
"315","AK03_C1_08","PA02_C1_07",2687.74974,0.709498767349594,0.0179752836227417
"316","AK03_C1_08","PA02_C1_11",2687.74974,0.790993015877642,0.0066871771812439
"317","AK03_C1_08","PA02_C1_14",2687.74974,0.773295517512554,0.00695831871032715
"318","AK03_C1_08","PA02_C1_16",2687.74974,0.774424775133757,0.00513650274276733
"319","AK03_C1_08","QK01_C1_01",17.06054842,0.76318297467521,0.0109009871482849
"320","AK03_C1_08","QK01_C1_04",17.06054842,0.647601037157175,0.0082595477104187
